aX,aY,aZ,gX,gY,gZ
-0.647,-3.681,0.343,-41.626,9.644,35.217
-0.826,-4.000,0.372,-24.719,11.841,36.438
-0.979,-4.000,0.381,1.892,14.771,36.377
-1.121,-4.000,0.409,38.269,13.245,41.382
-1.266,-4.000,0.448,78.247,7.019,54.626
-1.387,-4.000,0.513,113.403,-0.244,72.510
-1.505,-4.000,0.558,139.221,-7.019,86.243
-1.592,-3.658,0.558,158.386,-14.099,99.976
-1.615,-3.192,0.540,169.739,-22.156,125.549
-1.657,-2.708,0.566,172.363,-33.813,159.668
-1.738,-2.207,0.527,172.852,-47.363,195.496
-1.672,-1.662,0.577,176.086,-53.284,224.731
-1.561,-1.101,0.603,179.993,-57.983,249.023
-1.386,-0.478,0.588,182.007,-60.303,269.836
-1.154,0.124,0.556,181.824,-60.303,292.480
-0.993,0.583,0.497,174.011,-56.885,309.998
-0.880,0.943,0.400,156.982,-52.612,319.214
-0.775,1.282,0.366,141.724,-47.058,325.195
-0.688,1.678,0.340,131.470,-47.302,329.590
-0.470,2.187,0.302,126.404,-49.316,325.989
-0.052,2.776,0.226,123.352,-43.945,307.495
0.390,3.315,0.176,118.774,-30.823,271.545
0.694,3.749,0.093,111.511,-18.433,218.994
0.937,4.000,0.010,99.548,-6.287,151.428
1.089,4.000,-0.053,81.360,4.272,83.984
1.065,4.000,-0.039,49.194,6.897,21.240
0.911,4.000,0.019,5.249,1.953,-41.077
0.707,3.985,0.094,-44.373,-4.700,-103.088
0.516,3.573,0.182,-93.811,-8.240,-158.325
0.265,3.079,0.290,-132.202,-6.775,-203.064
-0.047,2.618,0.400,-157.715,-2.319,-235.107
-0.343,2.182,0.475,-174.377,6.775,-253.967
-0.531,1.791,0.476,-183.289,20.386,-260.071
-0.665,1.472,0.467,-187.683,33.447,-256.409
-0.850,1.198,0.500,-188.416,40.466,-253.235
-1.121,0.868,0.572,-185.852,39.917,-255.249
-1.403,0.504,0.620,-185.364,33.386,-258.362
-1.613,0.031,0.640,-189.331,22.827,-254.578
-1.821,-0.617,0.735,-193.726,7.874,-239.868
-2.034,-1.311,0.834,-190.613,-10.376,-220.154
-2.082,-1.991,0.852,-174.316,-24.292,-201.599
-1.945,-2.653,0.817,-147.583,-33.264,-182.251
-1.699,-3.017,0.739,-112.244,-39.734,-164.490
-1.407,-3.046,0.676,-82.214,-42.969,-147.278
-1.132,-3.015,0.617,-65.735,-40.161,-128.601
-0.861,-3.005,0.566,-61.340,-30.518,-107.727
-0.623,-2.958,0.505,-67.261,-17.029,-83.557
-0.454,-2.885,0.438,-76.111,-3.906,-56.213
-0.375,-2.842,0.362,-76.599,6.165,-33.386
-0.345,-2.759,0.291,-66.895,11.292,-22.339
-0.315,-2.649,0.208,-47.668,13.489,-22.278
-0.299,-2.534,0.140,-20.813,13.367,-28.625
-0.313,-2.403,0.097,9.216,11.414,-42.114
-0.310,-2.216,0.069,36.255,8.179,-64.758
-0.284,-1.988,0.055,54.138,4.089,-88.928
-0.236,-1.730,0.052,59.692,1.038,-105.591
-0.205,-1.536,0.056,52.490,0.793,-108.582
-0.212,-1.413,0.052,34.058,4.517,-94.971
-0.233,-1.352,0.046,8.057,10.986,-64.941
-0.270,-1.378,0.049,-17.029,17.944,-27.649
-0.333,-1.457,0.071,-36.926,23.193,3.723
-0.377,-1.543,0.083,-48.584,25.879,24.597
-0.401,-1.605,0.093,-51.025,25.818,34.485
-0.421,-1.620,0.100,-46.448,22.156,33.997
-0.428,-1.584,0.109,-37.231,16.113,25.269
-0.409,-1.517,0.112,-27.832,8.789,13.000
-0.350,-1.443,0.114,-19.714,2.014,3.418
-0.287,-1.355,0.123,-13.916,-3.357,-0.610
-0.242,-1.281,0.131,-10.437,-7.141,-1.465
-0.210,-1.257,0.142,-8.423,-9.155,-0.244
-0.187,-1.262,0.154,-5.432,-9.094,3.784
-0.183,-1.240,0.158,-1.648,-8.240,7.935
-0.179,-1.205,0.165,1.526,-7.019,8.850
-0.180,-1.173,0.166,4.272,-6.287,7.263
-0.184,-1.113,0.171,6.042,-5.859,3.479
-0.172,-1.106,0.176,7.507,-4.578,1.221
-0.167,-1.082,0.176,7.996,-3.418,2.319
-0.177,-1.040,0.177,8.301,-2.136,5.554
-0.185,-0.998,0.172,9.277,0.183,7.080
-0.186,-0.956,0.159,9.888,2.563,6.714
-0.290,-0.989,0.083,-3.418,0.427,-2.930
-0.286,-0.989,0.085,-2.869,0.671,-3.052
-0.295,-0.992,0.086,-2.319,0.244,-3.418
-0.299,-0.998,0.089,-2.075,0.366,-3.845
-0.295,-1.011,0.088,-1.709,0.488,-4.333
-0.296,-1.016,0.089,-0.854,0.549,-3.906
-0.299,-1.013,0.087,0.122,0.916,-3.113
-0.305,-1.004,0.083,0.305,1.282,-2.869
-0.307,-0.999,0.082,0.427,1.282,-3.174
-0.308,-0.997,0.081,0.366,1.099,-3.235
-0.305,-0.996,0.078,0.122,0.793,-3.418
-0.303,-1.001,0.081,0.000,0.610,-3.174
-0.306,-1.001,0.079,0.122,0.671,-2.869
-0.307,-0.992,0.078,0.244,0.427,-2.686
-0.306,-0.989,0.078,0.427,0.366,-2.747
-0.307,-0.988,0.077,0.549,0.427,-2.625
-0.307,-0.986,0.075,0.122,0.549,-2.014
-0.308,-0.982,0.078,-0.061,0.488,-1.160
-0.312,-0.982,0.076,-0.183,0.061,-0.671
-0.312,-0.982,0.076,-0.610,0.000,-0.977
-0.312,-0.979,0.077,-0.244,-0.305,-1.526
-0.314,-0.977,0.077,-0.122,-0.671,-2.014
-0.306,-0.970,0.076,0.122,-0.793,-2.136
-0.304,-0.974,0.075,0.061,-0.854,-2.075
-0.303,-0.980,0.075,0.000,-0.549,-2.014
-0.304,-0.982,0.071,-0.366,-0.488,-1.831
-0.308,-1.003,0.070,-0.793,-0.427,-2.136
-0.318,-1.038,0.067,-1.099,-0.610,-3.357
-0.321,-1.081,0.063,-1.526,-1.038,-4.089
-0.315,-1.136,0.069,-1.709,-1.831,-5.432
-0.293,-1.257,0.076,-2.625,-2.991,-7.751
-0.270,-1.422,0.085,-3.723,-4.150,-9.705
-0.286,-1.637,0.108,-3.845,-5.798,-12.146
-0.300,-1.898,0.126,-1.221,-6.714,-15.564
-0.290,-2.195,0.128,3.723,-7.568,-18.799
-0.310,-2.407,0.164,10.071,-9.583,-18.677
-0.333,-2.637,0.207,17.334,-12.634,-17.761
-0.390,-2.879,0.250,23.499,-16.418,-12.329
-0.470,-3.115,0.317,26.489,-17.700,2.502
-0.619,-3.425,0.377,25.757,-16.846,31.738
-0.730,-3.629,0.398,23.682,-12.451,76.477
-0.782,-3.662,0.399,28.809,-4.333,126.587
-0.853,-3.548,0.398,47.241,5.554,166.199
-0.983,-3.455,0.419,71.777,12.878,189.453
-1.108,-3.327,0.417,95.642,14.832,201.721
-1.213,-3.106,0.408,124.084,13.550,208.801
-1.287,-2.781,0.406,154.907,7.935,212.708
-1.345,-2.415,0.402,180.481,-2.563,212.219
-1.337,-1.987,0.406,197.815,-12.817,208.374
-1.303,-1.536,0.369,205.627,-22.705,205.872
-1.230,-1.115,0.353,205.566,-30.518,207.275
-1.131,-0.681,0.322,200.195,-34.729,212.036
-0.952,-0.320,0.318,190.369,-31.982,220.520
-0.815,-0.029,0.265,172.363,-30.090,227.600
-0.714,0.175,0.226,153.015,-24.780,235.901
-0.590,0.309,0.191,135.376,-17.517,245.850
-0.528,0.389,0.165,117.737,-18.433,253.418
-0.490,0.496,0.127,103.027,-22.583,256.165
-0.431,0.611,0.097,92.834,-24.170,253.784
-0.344,0.755,0.069,87.952,-23.621,244.812
-0.261,0.910,0.049,86.731,-24.536,227.417
-0.171,1.065,0.035,82.581,-25.513,203.735
-0.044,1.218,0.032,76.111,-24.231,175.720
0.085,1.371,0.028,69.397,-21.606,146.301
0.170,1.509,0.025,62.500,-18.860,119.080
0.232,1.617,0.018,55.786,-14.709,94.910
0.270,1.721,0.010,50.781,-9.277,72.998
0.284,1.809,0.007,45.593,-4.272,51.331
0.314,1.882,0.017,37.903,0.061,27.832
0.323,1.909,0.034,25.208,2.319,-0.061
0.316,1.938,0.055,8.972,2.014,-32.104
0.289,1.969,0.055,-6.470,1.404,-64.697
0.257,1.971,0.051,-20.752,3.540,-95.276
0.195,1.944,0.042,-35.339,7.507,-124.451
0.079,1.907,0.043,-51.941,11.169,-154.358
-0.044,1.826,0.056,-70.068,14.893,-184.753
-0.146,1.748,0.051,-91.736,15.198,-211.731
-0.238,1.592,0.079,-115.051,14.954,-231.445
-0.365,1.356,0.129,-135.681,16.418,-241.577
-0.485,1.125,0.187,-153.320,18.921,-242.371
-0.601,0.883,0.260,-165.466,22.217,-240.112
-0.725,0.658,0.340,-173.584,25.940,-238.220
-0.911,0.374,0.414,-182.678,27.710,-237.305
-1.089,0.014,0.467,-191.162,27.344,-234.741
-1.246,-0.370,0.511,-194.458,25.818,-227.844
-1.365,-0.760,0.571,-195.251,20.264,-220.337
-1.391,-1.125,0.625,-196.899,9.949,-220.276
-1.303,-1.501,0.668,-197.205,-0.793,-227.844
-1.202,-1.863,0.721,-194.885,-10.620,-231.506
-1.112,-2.190,0.786,-189.514,-17.761,-222.351
-1.021,-2.482,0.863,-178.955,-15.503,-201.355
-0.967,-2.716,0.875,-163.391,-1.526,-168.945
-0.879,-2.864,0.786,-153.748,21.484,-120.056
-0.781,-2.947,0.661,-143.738,43.030,-63.538
-0.828,-2.999,0.535,-123.779,50.720,-22.522
-0.890,-3.007,0.427,-94.971,44.434,-7.996
-0.875,-2.950,0.315,-56.885,30.518,-19.836
-0.798,-2.763,0.210,-17.639,12.146,-45.532
-0.713,-2.539,0.169,16.418,-5.249,-72.327
-0.584,-2.297,0.149,35.828,-19.104,-93.628
-0.410,-2.111,0.154,35.706,-27.344,-106.628
-0.233,-1.980,0.159,25.513,-28.320,-109.436
-0.121,-1.891,0.142,14.893,-22.400,-98.267
-0.121,-1.801,0.157,6.775,-11.902,-71.533
-0.131,-1.685,0.151,-3.479,-0.305,-41.565
-0.151,-1.640,0.141,-13.245,11.047,-21.667
-0.214,-1.650,0.138,-18.494,18.311,-13.245
-0.283,-1.676,0.143,-18.616,20.813,-11.841
-0.341,-1.672,0.153,-12.268,18.860,-15.381
-0.382,-1.615,0.163,-4.395,12.878,-22.949
-0.397,-1.535,0.167,2.197,5.066,-31.494
-0.377,-1.450,0.166,5.188,-1.831,-37.903
-0.328,-1.375,0.168,5.005,-6.653,-38.635
-0.289,-1.334,0.181,4.272,-8.484,-33.020
-0.268,-1.293,0.179,2.075,-7.446,-21.851
-0.258,-1.257,0.173,-0.916,-4.822,-9.094
-0.279,-1.227,0.174,-1.892,-2.441,0.122
-0.282,-1.206,0.169,-3.174,-0.610,4.578
-0.270,-1.191,0.165,-3.479,0.793,5.249
-0.315,-0.960,0.077,2.930,-1.648,0.793
-0.319,-0.955,0.076,2.686,-1.465,0.671
-0.319,-0.955,0.075,1.953,-1.221,1.465
-0.324,-0.957,0.074,0.916,-1.160,2.258
-0.324,-0.965,0.071,0.427,-0.977,2.686
-0.326,-0.963,0.071,0.183,-1.343,2.625
-0.330,-0.964,0.075,0.427,-1.770,2.319
-0.321,-0.958,0.078,0.671,-2.136,2.014
-0.312,-0.957,0.081,0.732,-2.258,2.258
-0.310,-0.951,0.085,0.732,-2.197,2.380
-0.307,-0.958,0.084,0.549,-1.709,2.625
-0.306,-0.954,0.084,0.916,-1.465,2.808
-0.316,-0.946,0.086,1.221,-1.038,3.296
-0.317,-0.940,0.085,1.343,-0.793,2.197
-0.313,-0.933,0.081,1.404,-0.488,0.549
-0.313,-0.922,0.080,1.587,-0.366,0.244
-0.316,-0.915,0.078,1.709,-0.244,0.488
-0.316,-0.900,0.075,1.465,-0.122,0.488
-0.319,-0.891,0.073,0.977,0.122,0.366
-0.315,-0.880,0.069,0.549,0.000,-0.061
-0.315,-0.863,0.072,0.000,-0.305,-0.732
-0.298,-0.840,0.071,-0.854,-0.183,-1.831
-0.302,-0.819,0.066,-1.404,-0.122,-3.113
-0.303,-0.793,0.056,-2.014,0.427,-4.822
-0.306,-0.763,0.043,-2.563,0.916,-6.714
-0.326,-0.746,0.034,-4.395,0.793,-8.850
-0.344,-0.747,0.027,-7.263,0.122,-11.597
-0.349,-0.758,0.024,-11.169,-1.099,-14.038
-0.349,-0.779,0.031,-15.198,-2.808,-16.602
-0.342,-0.831,0.050,-20.508,-4.883,-18.188
-0.311,-0.915,0.071,-26.062,-6.287,-19.287
-0.304,-0.999,0.092,-30.334,-6.042,-19.104
-0.290,-1.097,0.091,-34.485,-3.540,-18.066
-0.318,-1.240,0.109,-38.757,-1.770,-17.761
-0.348,-1.438,0.137,-44.678,-1.343,-17.883
-0.399,-1.710,0.193,-51.270,-2.502,-19.104
-0.447,-2.036,0.253,-57.983,-3.906,-21.240
-0.495,-2.375,0.323,-64.209,-4.456,-23.132
-0.585,-2.670,0.404,-68.787,-4.456,-28.015
-0.641,-3.041,0.469,-70.313,-5.249,-33.630
-0.715,-3.406,0.532,-65.063,-8.362,-32.837
-0.850,-3.675,0.603,-48.828,-12.329,-20.935
-0.996,-3.846,0.653,-27.100,-14.282,-0.366
-1.155,-3.882,0.675,-0.732,-13.794,24.353
-1.249,-3.734,0.689,28.748,-11.963,46.814
-1.299,-3.544,0.697,56.702,-14.160,66.040
-1.386,-3.341,0.701,81.848,-20.935,80.811
-1.458,-3.061,0.691,101.563,-28.931,94.299
-1.506,-2.765,0.656,116.333,-34.973,109.863
-1.537,-2.411,0.607,127.625,-39.978,128.052
-1.544,-2.042,0.555,135.803,-44.983,149.475
-1.543,-1.697,0.520,139.954,-50.049,173.340
-1.500,-1.286,0.509,140.747,-53.650,193.176
-1.346,-0.878,0.467,140.442,-52.856,204.956
-1.176,-0.562,0.395,140.808,-46.875,211.670
-1.073,-0.253,0.341,139.771,-43.823,220.947
-0.968,0.084,0.290,138.855,-39.551,231.384
-0.797,0.365,0.216,134.460,-34.363,237.427
-0.626,0.591,0.128,129.822,-31.067,242.676
-0.455,0.784,0.082,125.488,-30.457,247.498
-0.321,0.965,0.080,118.713,-32.776,249.268
-0.189,1.118,0.052,108.215,-34.729,243.591
-0.032,1.211,0.000,95.703,-32.837,229.370
0.087,1.266,-0.050,86.365,-29.724,212.891
0.129,1.328,-0.044,78.979,-27.405,199.036
0.194,1.402,-0.036,70.618,-23.926,184.082
0.253,1.455,-0.025,64.087,-19.287,168.213
0.312,1.515,-0.020,55.298,-14.832,150.940
0.394,1.559,-0.022,44.678,-9.338,133.911
0.443,1.559,-0.015,33.386,-3.235,118.774
0.436,1.533,0.004,20.569,2.563,105.042
0.386,1.469,0.023,8.423,6.714,91.064
0.310,1.393,0.042,-2.930,8.606,74.402
0.247,1.309,0.062,-14.587,7.996,52.490
0.215,1.214,0.055,-24.780,4.456,23.804
0.162,1.140,0.027,-30.273,-1.526,-7.385
0.107,1.052,0.010,-29.358,-7.141,-36.072
0.054,0.969,0.003,-24.902,-12.512,-62.927
0.010,0.913,0.000,-19.348,-17.639,-87.891
-0.001,0.884,-0.012,-14.526,-22.461,-110.046
0.022,0.901,-0.022,-12.451,-24.475,-127.747
0.052,0.925,-0.026,-15.869,-22.583,-142.883
0.069,0.920,-0.015,-24.597,-16.785,-155.273
0.053,0.909,-0.001,-38.513,-7.263,-162.170
-0.020,0.843,0.013,-57.373,4.517,-162.720
-0.140,0.707,0.053,-79.834,17.578,-159.180
-0.280,0.533,0.075,-104.248,28.931,-153.442
-0.436,0.289,0.128,-127.319,35.828,-147.644
-0.562,-0.022,0.210,-146.667,39.978,-141.785
-0.649,-0.356,0.290,-161.316,42.175,-134.216
-0.708,-0.702,0.359,-170.837,39.551,-125.854
-0.733,-1.015,0.422,-176.147,33.081,-119.263
-0.777,-1.330,0.491,-177.856,25.513,-111.328
-0.801,-1.673,0.553,-173.706,18.311,-100.586
-0.779,-1.936,0.579,-163.025,12.268,-92.407
-0.734,-2.125,0.603,-151.306,4.700,-87.402
-0.658,-2.279,0.598,-137.756,-2.930,-84.778
-0.560,-2.409,0.567,-120.850,-8.911,-85.083
-0.486,-2.544,0.542,-98.572,-13.977,-89.966
-0.454,-2.616,0.523,-70.007,-17.273,-103.577
-0.429,-2.567,0.484,-41.687,-16.968,-124.573
-0.378,-2.413,0.416,-18.982,-10.376,-145.691
-0.343,-2.220,0.366,-4.517,-0.549,-164.124
-0.372,-2.037,0.348,0.244,7.812,-174.866
-0.416,-1.914,0.311,-5.249,12.634,-171.265
-0.423,-1.839,0.265,-20.630,16.663,-145.874
-0.444,-1.906,0.242,-41.687,20.691,-101.624
-0.492,-2.039,0.262,-59.448,22.522,-56.824
-0.528,-2.133,0.270,-67.017,19.653,-28.809
-0.521,-2.214,0.276,-60.791,15.259,-15.808
-0.487,-2.239,0.278,-45.166,10.315,-12.695
-0.457,-2.169,0.286,-26.001,3.845,-18.005
-0.419,-2.038,0.297,-8.789,-2.869,-27.283
-0.363,-1.932,0.313,2.930,-8.057,-34.241
-0.300,-1.812,0.317,9.460,-12.573,-35.278
-0.234,-1.667,0.312,11.963,-15.442,-28.809
-0.177,-1.562,0.311,11.475,-14.465,-17.090
-0.153,-1.491,0.301,9.399,-9.888,-6.348
-0.142,-1.450,0.285,7.568,-4.700,0.732
-0.287,-0.979,0.129,0.061,-0.183,-4.822
-0.284,-0.978,0.129,-0.122,-0.366,-4.333
-0.290,-0.988,0.132,-0.183,-0.244,-3.723
-0.293,-0.995,0.133,-0.305,-0.061,-3.174
-0.298,-0.997,0.134,0.244,-0.061,-2.258
-0.300,-0.997,0.139,0.549,-0.427,-1.526
-0.295,-1.001,0.146,0.793,-0.305,-1.831
-0.291,-1.006,0.150,0.854,-0.183,-1.953
-0.293,-1.005,0.153,1.038,-0.122,-2.258
-0.298,-1.002,0.149,1.465,0.000,-2.747
-0.307,-0.998,0.142,2.014,-0.061,-2.991
-0.310,-0.989,0.140,2.197,-0.244,-3.235
-0.313,-0.989,0.137,1.770,-0.549,-3.357
-0.311,-0.989,0.135,1.404,-1.221,-3.235
-0.314,-0.990,0.137,1.038,-1.831,-2.991
-0.316,-0.994,0.141,0.488,-2.258,-1.831
-0.303,-0.996,0.142,-0.244,-2.747,-0.671
-0.294,-0.996,0.151,-0.244,-3.235,-0.488
-0.285,-0.988,0.155,-0.122,-3.418,-0.671
-0.280,-0.982,0.157,-0.916,-3.357,0.183
-0.284,-0.987,0.156,-1.343,-3.174,0.977
-0.282,-0.993,0.155,-1.648,-3.052,0.427
-0.282,-1.000,0.156,-1.221,-3.235,-1.038
-0.288,-1.009,0.154,-0.854,-3.296,-2.686
-0.292,-1.043,0.157,-0.122,-3.296,-4.395
-0.291,-1.072,0.141,1.221,-3.052,-6.165
-0.289,-1.107,0.130,4.150,-2.930,-8.728
-0.298,-1.153,0.116,7.874,-3.235,-13.184
-0.316,-1.215,0.092,11.475,-4.700,-21.240
-0.332,-1.294,0.069,15.991,-7.263,-31.921
-0.352,-1.401,0.055,19.409,-11.047,-42.603
-0.364,-1.539,0.058,19.958,-16.357,-49.866
-0.368,-1.700,0.078,17.944,-22.583,-53.284
-0.363,-1.888,0.123,11.902,-28.687,-52.673
-0.340,-2.111,0.170,1.038,-33.508,-43.579
-0.308,-2.342,0.228,-11.230,-35.889,-25.513
-0.309,-2.559,0.272,-23.621,-35.278,-2.869
-0.351,-2.764,0.319,-34.302,-31.189,21.301
-0.433,-2.965,0.345,-40.771,-25.452,44.495
-0.560,-3.116,0.367,-41.382,-19.409,63.110
-0.706,-3.212,0.384,-35.278,-14.160,76.111
-0.866,-3.291,0.398,-22.217,-9.460,84.534
-1.036,-3.286,0.408,-2.747,-6.042,92.712
-1.203,-3.167,0.396,23.254,-5.310,104.980
-1.322,-2.954,0.407,50.476,-6.287,120.300
-1.375,-2.667,0.393,75.256,-8.850,134.033
-1.390,-2.353,0.371,94.604,-13.489,145.691
-1.410,-2.047,0.349,109.436,-19.470,155.579
-1.444,-1.732,0.328,121.704,-26.550,164.673
-1.439,-1.453,0.316,131.470,-32.715,177.185
-1.391,-1.142,0.295,140.442,-36.865,190.002
-1.334,-0.830,0.277,148.437,-42.053,199.280
-1.275,-0.547,0.256,155.823,-47.485,206.726
-1.183,-0.269,0.237,161.133,-53.467,215.271
-1.077,0.030,0.258,165.955,-59.998,224.670
-0.948,0.346,0.295,167.542,-67.932,231.323
-0.747,0.619,0.329,162.598,-73.914,235.657
-0.508,0.860,0.363,156.677,-75.439,236.450
-0.320,1.087,0.417,148.682,-75.562,234.924
-0.147,1.279,0.445,135.437,-72.327,228.821
0.058,1.400,0.452,121.399,-62.927,218.384
0.249,1.500,0.434,110.657,-50.354,205.505
0.375,1.584,0.443,104.675,-38.147,189.575
0.453,1.658,0.444,99.731,-26.672,167.603
0.508,1.729,0.444,93.933,-15.320,141.052
0.571,1.797,0.422,87.891,-4.333,112.305
0.621,1.834,0.389,81.421,5.615,83.130
0.612,1.863,0.344,72.021,13.855,53.894
0.559,1.856,0.289,60.303,20.081,24.475
0.495,1.829,0.232,47.852,26.123,-4.517
0.407,1.783,0.178,34.424,30.518,-33.936
0.310,1.726,0.127,20.081,33.081,-64.697
0.211,1.662,0.087,3.662,33.936,-93.994
0.134,1.594,0.058,-16.235,33.569,-120.178
0.050,1.495,0.052,-39.246,33.325,-142.334
-0.048,1.335,0.058,-65.063,33.386,-159.790
-0.162,1.135,0.080,-88.989,34.912,-172.729
-0.265,0.913,0.110,-108.398,38.574,-182.495
-0.339,0.718,0.135,-121.521,44.800,-189.636
